Gene stable ID,Mouse gene stable ID,Mouse gene name,Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Gene name
ENSG00000112308,ENSMUSG00000019132,BC005537,ortholog_one2one,1,C6orf62
ENSG00000284969,ENSMUSG00000068686,Cd59b,ortholog_many2many,0,AL049629.2
ENSG00000284969,ENSMUSG00000032679,Cd59a,ortholog_many2many,0,AL049629.2
ENSG00000106258,ENSMUSG00000038656,Cyp3a16,ortholog_many2many,0,CYP3A5
ENSG00000106258,ENSMUSG00000070419,Cyp3a57,ortholog_many2many,0,CYP3A5
ENSG00000106258,ENSMUSG00000029630,Cyp3a25,ortholog_many2many,0,CYP3A5
ENSG00000106258,ENSMUSG00000029727,Cyp3a13,ortholog_many2many,1,CYP3A5
ENSG00000106258,ENSMUSG00000075552,Cyp3a41b,ortholog_many2many,0,CYP3A5
ENSG00000106258,ENSMUSG00000061292,Cyp3a59,ortholog_many2many,0,CYP3A5
ENSG00000106258,ENSMUSG00000054417,Cyp3a44,ortholog_many2many,0,CYP3A5
ENSG00000106258,ENSMUSG00000056035,Cyp3a11,ortholog_many2many,0,CYP3A5
ENSG00000106258,ENSMUSG00000075551,Cyp3a41a,ortholog_many2many,0,CYP3A5
ENSG00000175104,ENSMUSG00000027164,Traf6,ortholog_one2one,1,TRAF6
ENSG00000048828,ENSMUSG00000038014,Fam120a,ortholog_one2one,1,FAM120A
ENSG00000124003,ENSMUSG00000012187,Mogat1,ortholog_one2one,1,MOGAT1
ENSG00000164946,ENSMUSG00000059049,Frem1,ortholog_one2one,1,FREM1
ENSG00000142408,ENSMUSG00000053395,Cacng8,ortholog_one2one,1,CACNG8
ENSG00000283992,ENSMUSG00000075605,Slurp2,ortholog_one2many,1,SLURP2
ENSG00000021826,ENSMUSG00000025991,Cps1,ortholog_one2one,1,CPS1
ENSG00000104331,ENSMUSG00000066324,Impad1,ortholog_one2one,1,IMPAD1
ENSG00000116120,ENSMUSG00000026245,Farsb,ortholog_one2one,1,FARSB
ENSG00000119673,ENSMUSG00000042540,Acot5,ortholog_many2many,0,ACOT2
ENSG00000119673,ENSMUSG00000072949,Acot1,ortholog_many2many,1,ACOT2
ENSG00000119673,ENSMUSG00000021228,Acot3,ortholog_many2many,0,ACOT2
ENSG00000119673,ENSMUSG00000021226,Acot2,ortholog_many2many,0,ACOT2
ENSG00000119673,ENSMUSG00000113475,Gm49366,ortholog_many2many,0,ACOT2
ENSG00000104611,ENSMUSG00000053886,Sh2d4a,ortholog_one2one,1,SH2D4A
ENSG00000180155,ENSMUSG00000022594,Lynx1,ortholog_one2one,1,LYNX1
ENSG00000169432,ENSMUSG00000075316,Scn9a,ortholog_one2one,1,SCN9A
ENSG00000156127,ENSMUSG00000034266,Batf,ortholog_one2one,1,BATF
ENSG00000049245,ENSMUSG00000028955,Vamp3,ortholog_one2one,1,VAMP3
ENSG00000020129,ENSMUSG00000028833,Ncdn,ortholog_one2one,1,NCDN
ENSG00000104267,ENSMUSG00000027562,Car2,ortholog_one2one,1,CA2
ENSG00000123213,ENSMUSG00000021710,Nln,ortholog_one2one,1,NLN
ENSG00000147869,ENSMUSG00000038192,Cer1,ortholog_one2one,1,CER1
ENSG00000085063,ENSMUSG00000068686,Cd59b,ortholog_many2many,0,CD59
ENSG00000085063,ENSMUSG00000032679,Cd59a,ortholog_many2many,0,CD59
ENSG00000154162,ENSMUSG00000040452,Cdh12,ortholog_one2one,1,CDH12
ENSG00000242715,ENSMUSG00000048655,Ccdc169,ortholog_one2one,1,CCDC169
ENSG00000119844,ENSMUSG00000049659,Aftph,ortholog_one2one,1,AFTPH
ENSG00000179761,ENSMUSG00000017453,Pipox,ortholog_one2one,1,PIPOX
ENSG00000198814,ENSMUSG00000025059,Gk,ortholog_one2many,1,GK
ENSG00000113595,ENSMUSG00000021712,Trim23,ortholog_one2one,1,TRIM23
ENSG00000125844,ENSMUSG00000027422,Rrbp1,ortholog_one2one,1,RRBP1
ENSG00000196526,ENSMUSG00000029094,Afap1,ortholog_one2one,1,AFAP1
ENSG00000110427,ENSMUSG00000068373,D430041D05Rik,ortholog_one2one,1,KIAA1549L
ENSG00000037280,ENSMUSG00000020357,Flt4,ortholog_one2one,1,FLT4
ENSG00000079263,ENSMUSG00000079190,AC133103.1,ortholog_one2many,0,SP140
ENSG00000079263,ENSMUSG00000095500,AC132444.5,ortholog_one2many,0,SP140
ENSG00000079263,ENSMUSG00000070031,Sp140,ortholog_one2many,0,SP140
ENSG00000079263,ENSMUSG00000089844,A530032D15Rik,ortholog_one2many,0,SP140
ENSG00000079263,ENSMUSG00000079794,AC125149.2,ortholog_one2many,0,SP140
ENSG00000079263,ENSMUSG00000052477,C130026I21Rik,ortholog_one2many,0,SP140
ENSG00000079263,ENSMUSG00000079192,AC125149.1,ortholog_one2many,0,SP140
ENSG00000249242,ENSMUSG00000050640,Tmem150c,ortholog_one2one,1,TMEM150C
ENSG00000106304,ENSMUSG00000029682,Spam1,ortholog_one2many,1,SPAM1
ENSG00000106304,ENSMUSG00000029678,Hyal5,ortholog_one2many,1,SPAM1
ENSG00000178597,ENSMUSG00000043430,Psapl1,ortholog_one2one,1,PSAPL1
ENSG00000118492,ENSMUSG00000050994,Adgb,ortholog_one2one,0,ADGB
ENSG00000187905,ENSMUSG00000022759,Lrrc74b,ortholog_one2one,1,LRRC74B
ENSG00000120054,ENSMUSG00000025196,Cpn1,ortholog_one2one,1,CPN1
ENSG00000164038,ENSMUSG00000037994,Slc9b2,ortholog_one2one,1,SLC9B2
ENSG00000171004,ENSMUSG00000062184,Hs6st2,ortholog_one2one,1,HS6ST2
ENSG00000136205,ENSMUSG00000020422,Tns3,ortholog_one2one,1,TNS3
ENSG00000181031,ENSMUSG00000020847,Rph3al,ortholog_one2one,1,RPH3AL
ENSG00000105220,ENSMUSG00000036427,Gpi1,ortholog_one2one,1,GPI
ENSG00000148680,ENSMUSG00000024798,Htr7,ortholog_one2one,1,HTR7
ENSG00000137275,ENSMUSG00000021408,Ripk1,ortholog_one2one,1,RIPK1
ENSG00000124089,ENSMUSG00000038537,Mc3r,ortholog_one2one,1,MC3R
ENSG00000146232,ENSMUSG00000023947,Nfkbie,ortholog_one2one,1,NFKBIE
ENSG00000115137,ENSMUSG00000020657,Dnajc27,ortholog_one2one,1,DNAJC27
ENSG00000207112,ENSMUSG00000096563,Gm24095,ortholog_one2many,0,SNORA25
ENSG00000207112,ENSMUSG00000065663,Gm22579,ortholog_one2many,1,SNORA25
ENSG00000207112,ENSMUSG00000088956,Gm24945,ortholog_one2many,0,SNORA25
ENSG00000207112,ENSMUSG00000093874,Gm24539,ortholog_one2many,0,SNORA25
ENSG00000207112,ENSMUSG00000088996,Gm22765,ortholog_one2many,0,SNORA25
ENSG00000207112,ENSMUSG00000065379,Gm22743,ortholog_one2many,0,SNORA25
ENSG00000200463,ENSMUSG00000064899,Snord118,ortholog_one2one,1,SNORD118
ENSG00000202374,ENSMUSG00000064925,Snora62,ortholog_one2many,1,RF00091
ENSG00000199809,ENSMUSG00000087767,Gm23983,ortholog_one2one,0,RNA5SP374
ENSG00000222982,ENSMUSG00000088239,Gm25430,ortholog_many2many,0,RN7SKP216
ENSG00000222982,ENSMUSG00000087904,Gm22036,ortholog_many2many,0,RN7SKP216
ENSG00000222982,ENSMUSG00000089616,Gm23775,ortholog_many2many,0,RN7SKP216
ENSG00000222982,ENSMUSG00000088865,Gm23069,ortholog_many2many,0,RN7SKP216
ENSG00000222982,ENSMUSG00000089233,Gm22202,ortholog_many2many,0,RN7SKP216
ENSG00000222607,ENSMUSG00000064763,Gm23515,ortholog_one2one,0,RNU6-628P
ENSG00000274500,ENSMUSG00000099073,Gm27568,ortholog_one2one,1,RF02150
ENSG00000222612,ENSMUSG00000065907,Gm26108,ortholog_one2many,0,RNU2-52P
ENSG00000275524,ENSMUSG00000077681,Gm22496,ortholog_one2many,0,SNORD115-26
ENSG00000206786,ENSMUSG00000065935,Gm25629,ortholog_many2many,0,RNU6-701P
ENSG00000206786,ENSMUSG00000096863,Gm22259,ortholog_many2many,0,RNU6-701P
ENSG00000206786,ENSMUSG00000065115,Gm23298,ortholog_many2many,0,RNU6-701P
ENSG00000275968,ENSMUSG00000098667,Gm27585,ortholog_one2one,1,RF02090
ENSG00000202001,ENSMUSG00000064945,Rny3,ortholog_one2many,0,RF00019
ENSG00000212344,ENSMUSG00000064842,Gm26206,ortholog_one2many,0,RNU6-823P
ENSG00000277678,ENSMUSG00000064859,Gm24524,ortholog_many2many,0,RF00003
ENSG00000277678,ENSMUSG00000089396,Gm23027,ortholog_many2many,0,RF00003
ENSG00000277678,ENSMUSG00000088394,Gm26312,ortholog_many2many,0,RF00003
ENSG00000277678,ENSMUSG00000087949,Gm24251,ortholog_many2many,0,RF00003
ENSG00000199674,ENSMUSG00000065296,Gm26122,ortholog_one2one,0,RNU6-862P
ENSG00000206598,ENSMUSG00000084740,Gm25294,ortholog_one2one,0,RNU6-1286P
ENSG00000207241,ENSMUSG00000065738,Gm24494,ortholog_one2one,1,SNORD45A
ENSG00000274491,ENSMUSG00000098535,Gm27869,ortholog_one2one,1,RF02130
ENSG00000212464,ENSMUSG00000077391,Gm24336,ortholog_one2many,1,SNORA12
ENSG00000221518,ENSMUSG00000080358,Gm26249,ortholog_one2many,0,RNU6ATAC16P
ENSG00000221518,ENSMUSG00000080499,Gm25338,ortholog_one2many,0,RNU6ATAC16P
ENSG00000252867,ENSMUSG00000088048,Gm23331,ortholog_one2one,0,RNU6-909P
ENSG00000238531,ENSMUSG00000089571,Gm23008,ortholog_one2one,1,SNORD105B
ENSG00000238578,ENSMUSG00000077625,Snord4a,ortholog_one2one,1,SNORD4A
ENSG00000207524,ENSMUSG00000094895,Gm22286,ortholog_one2many,0,RNU6-33P
ENSG00000207524,ENSMUSG00000064926,Gm22044,ortholog_one2many,0,RNU6-33P
ENSG00000202538,ENSMUSG00000094377,Gm24407,ortholog_one2one,1,RNU4-2
ENSG00000206749,ENSMUSG00000064422,Gm22502,ortholog_one2one,0,RNU6-1083P
ENSG00000202281,ENSMUSG00000088700,Gm25554,ortholog_one2many,0,RNA5SP235
ENSG00000202281,ENSMUSG00000084584,n-R5s15,ortholog_one2many,0,RNA5SP235
ENSG00000207433,ENSMUSG00000089078,Gm24502,ortholog_one2many,0,RNU6-246P
ENSG00000207433,ENSMUSG00000064630,Gm25143,ortholog_one2many,0,RNU6-246P
ENSG00000253010,ENSMUSG00000088617,Gm22484,ortholog_one2many,0,RN7SKP256
ENSG00000253010,ENSMUSG00000088442,Gm23553,ortholog_one2many,0,RN7SKP256
ENSG00000252416,ENSMUSG00000088889,Gm24211,ortholog_one2many,0,RNU6-885P
ENSG00000252416,ENSMUSG00000077668,Gm26143,ortholog_one2many,0,RNU6-885P
ENSG00000252416,ENSMUSG00000087922,Gm23229,ortholog_one2many,0,RNU6-885P
ENSG00000222727,ENSMUSG00000084589,Gm25176,ortholog_many2many,0,RNU4-64P
ENSG00000222727,ENSMUSG00000093025,Gm25300,ortholog_many2many,0,RNU4-64P
ENSG00000212160,ENSMUSG00000087843,Gm23314,ortholog_one2many,0,RNU6-205P
ENSG00000252977,ENSMUSG00000084599,n-R5s70,ortholog_one2many,0,RNA5SP70
ENSG00000252977,ENSMUSG00000088090,Gm23668,ortholog_one2many,0,RNA5SP70
ENSG00000220988,ENSMUSG00000080352,Gm26247,ortholog_one2one,1,SNORD88C
ENSG00000212553,ENSMUSG00000094218,Gm23446,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094987,Snord116l15,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096677,Gm24518,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094923,Gm24760,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094642,Snord116l10,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096502,Gm23089,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094060,Gm25157,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094890,Gm22285,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095691,Snord116l11,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094994,Gm22046,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096302,Gm25210,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094389,Snord116l14,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096759,Snord116l2,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095479,Gm25074,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094039,Snord116l5,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095458,Snord116l8,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095045,Gm22851,ortholog_one2many,1,RF00108
ENSG00000212553,ENSMUSG00000096660,Gm22863,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094997,Gm22047,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096190,Snord116l6,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095100,Gm22128,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096159,Gm24153,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096070,Gm25350,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096110,Gm26270,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096604,Gm26201,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095374,Snord116l16,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096017,Gm26502,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094407,Gm23141,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096057,Gm25944,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094573,Snord116l13,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096148,Gm25816,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094274,Snord116l12,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095639,Gm22941,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094581,Gm26365,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096305,Gm23047,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096231,Gm22584,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095349,Gm26097,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000093971,Snord116l4,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094837,Gm25471,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095155,Gm26032,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094109,Gm22776,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095542,Gm24618,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094599,Snord116l3,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094831,Gm25474,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094287,Gm26433,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096431,Gm22131,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096868,Gm22258,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096082,Gm24711,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000093869,Gm22631,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096095,Gm26332,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094960,Gm22417,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096865,Gm23313,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095641,Gm25615,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094069,Gm25155,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094150,Gm23265,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096475,Snord116l1,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096248,Gm24264,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096313,Snord116l7,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096019,Gm26504,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095618,Gm26246,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000094236,Gm24609,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095734,Gm23767,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000093974,Snord116l17,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095389,Gm23953,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000093802,Gm23619,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096634,Snord116l9,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096462,Gm22812,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000096845,Gm25597,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000093929,Gm23862,ortholog_one2many,0,RF00108
ENSG00000212553,ENSMUSG00000095060,Gm26188,ortholog_one2many,0,RF00108
ENSG00000212136,ENSMUSG00000088327,Gm25666,ortholog_one2one,0,RNU6-696P
ENSG00000277311,ENSMUSG00000099159,Gm27801,ortholog_one2one,1,RF02247
ENSG00000223284,ENSMUSG00000065591,Gm22753,ortholog_one2many,0,RNU6-195P
ENSG00000201240,ENSMUSG00000088820,Gm25224,ortholog_one2many,0,SNORD114-9
ENSG00000274051,ENSMUSG00000098792,Gm27401,ortholog_one2one,1,RF02271
ENSG00000276919,ENSMUSG00000098617,Gm27300,ortholog_one2many,1,RF01872
ENSG00000276919,ENSMUSG00000098725,Gm27335,ortholog_one2many,0,RF01872
ENSG00000212154,ENSMUSG00000084688,n-R5s43,ortholog_one2many,0,RNA5SP377
ENSG00000238650,ENSMUSG00000088351,Gm24016,ortholog_one2one,1,SNORD54
ENSG00000202164,ENSMUSG00000089103,Gm23114,ortholog_one2one,0,RNA5SP117
ENSG00000252101,ENSMUSG00000088873,Gm25864,ortholog_one2one,0,RNU6-758P
ENSG00000201367,ENSMUSG00000089051,Gm23354,ortholog_one2many,0,RNU6-522P
ENSG00000251744,ENSMUSG00000088966,Gm22088,ortholog_many2many,0,RF00402
ENSG00000251744,ENSMUSG00000089050,Gm23353,ortholog_many2many,0,RF00402
ENSG00000202360,ENSMUSG00000084547,Gm24936,ortholog_one2one,0,RN7SKP249
ENSG00000251873,ENSMUSG00000087721,Gm26280,ortholog_one2one,0,RNA5SP182
ENSG00000275589,ENSMUSG00000099099,Gm27337,ortholog_one2one,1,RF01905
ENSG00000252657,ENSMUSG00000088477,Gm23082,ortholog_one2many,0,RF00156
ENSG00000223126,ENSMUSG00000084749,Gm25288,ortholog_one2many,0,RN7SKP263
ENSG00000212251,ENSMUSG00000084688,n-R5s43,ortholog_one2many,0,RNA5SP376
ENSG00000179059,ENSMUSG00000051176,Zfp42,ortholog_one2one,1,ZFP42
ENSG00000117598,ENSMUSG00000033342,Plppr5,ortholog_one2one,1,PLPPR5
ENSG00000204954,ENSMUSG00000063320,1190007I07Rik,ortholog_one2one,0,C12orf73
ENSG00000089154,ENSMUSG00000041638,Gcn1l1,ortholog_one2one,1,GCN1
ENSG00000198746,ENSMUSG00000028850,Gpatch3,ortholog_one2one,1,GPATCH3
ENSG00000136011,ENSMUSG00000035459,Stab2,ortholog_one2one,1,STAB2
ENSG00000163352,ENSMUSG00000078173,Lenep,ortholog_one2one,1,LENEP
ENSG00000174946,ENSMUSG00000050075,Gpr171,ortholog_one2one,1,GPR171
ENSG00000119608,ENSMUSG00000042320,Prox2,ortholog_one2one,1,PROX2
ENSG00000119596,ENSMUSG00000021244,Ylpm1,ortholog_one2one,1,YLPM1
ENSG00000198812,ENSMUSG00000060187,Lrrc10,ortholog_one2one,1,LRRC10
ENSG00000093183,ENSMUSG00000061536,Sec22c,ortholog_one2one,1,SEC22C
ENSG00000091704,ENSMUSG00000054446,Cpa1,ortholog_one2one,1,CPA1
ENSG00000162390,ENSMUSG00000034853,Acot11,ortholog_one2one,1,ACOT11
ENSG00000266714,ENSMUSG00000034427,Myo15b,ortholog_one2one,1,MYO15B
ENSG00000181788,ENSMUSG00000036432,Siah2,ortholog_one2one,1,SIAH2
ENSG00000131711,ENSMUSG00000052727,Map1b,ortholog_one2one,1,MAP1B
ENSG00000236980,ENSMUSG00000050641,BC048562,ortholog_one2one,1,C3orf84
ENSG00000186766,ENSMUSG00000048377,Foxi2,ortholog_one2one,1,FOXI2
ENSG00000231051,ENSMUSG00000057321,Usp17ld,ortholog_many2many,0,USP17L28
ENSG00000231051,ENSMUSG00000054568,Usp17la,ortholog_many2many,0,USP17L28
ENSG00000231051,ENSMUSG00000043073,Usp17le,ortholog_many2many,0,USP17L28
ENSG00000231051,ENSMUSG00000058976,Usp17lc,ortholog_many2many,0,USP17L28
ENSG00000231051,ENSMUSG00000062369,Usp17lb,ortholog_many2many,0,USP17L28
ENSG00000182973,ENSMUSG00000056167,Cnot10,ortholog_one2one,1,CNOT10
ENSG00000188800,ENSMUSG00000078577,Tmco2,ortholog_one2one,1,TMCO2
ENSG00000117000,ENSMUSG00000049878,Rlf,ortholog_one2one,1,RLF
ENSG00000007237,ENSMUSG00000033066,Gas7,ortholog_one2one,1,GAS7
ENSG00000075223,ENSMUSG00000028780,Sema3c,ortholog_one2one,1,SEMA3C
ENSG00000139977,ENSMUSG00000036282,Naa30,ortholog_one2one,1,NAA30
ENSG00000166086,ENSMUSG00000031990,Jam3,ortholog_one2one,1,JAM3
ENSG00000128510,ENSMUSG00000039070,Cpa4,ortholog_one2one,1,CPA4
ENSG00000145191,ENSMUSG00000003235,Eif2b5,ortholog_one2one,1,EIF2B5
ENSG00000090534,ENSMUSG00000022847,Thpo,ortholog_one2one,1,THPO
ENSG00000158516,ENSMUSG00000071553,Cpa2,ortholog_one2one,1,CPA2
ENSG00000198019,ENSMUSG00000015947,Fcgr1,ortholog_one2many,0,FCGR1B
ENSG00000088280,ENSMUSG00000036995,Asap3,ortholog_one2one,1,ASAP3
ENSG00000164125,ENSMUSG00000027955,Fam198b,ortholog_one2one,1,FAM198B
ENSG00000172238,ENSMUSG00000073043,Atoh1,ortholog_one2one,1,ATOH1
ENSG00000203783,ENSMUSG00000056270,Prr9,ortholog_one2one,1,PRR9
ENSG00000161835,ENSMUSG00000000531,Grasp,ortholog_one2one,1,GRASP
ENSG00000154175,ENSMUSG00000035258,Abi3bp,ortholog_one2one,1,ABI3BP
ENSG00000225556,ENSMUSG00000091648,C2cd4d,ortholog_one2one,1,C2CD4D
ENSG00000080854,ENSMUSG00000034275,Igsf9b,ortholog_one2one,1,IGSF9B
ENSG00000174837,ENSMUSG00000004730,Adgre1,ortholog_one2one,1,ADGRE1
ENSG00000168806,ENSMUSG00000074890,Lcmt2,ortholog_one2one,1,LCMT2
ENSG00000159140,ENSMUSG00000022961,Son,ortholog_one2one,1,SON
ENSG00000184305,ENSMUSG00000039578,Ccser1,ortholog_one2one,1,CCSER1
ENSG00000204538,ENSMUSG00000024409,Psors1c2,ortholog_one2one,1,PSORS1C2
ENSG00000204539,ENSMUSG00000039518,Cdsn,ortholog_one2one,1,CDSN
ENSG00000152784,ENSMUSG00000035456,Prdm8,ortholog_one2one,1,PRDM8
ENSG00000159495,ENSMUSG00000079103,Tgm7,ortholog_one2one,1,TGM7
ENSG00000261796,ENSMUSG00000030056,Isy1,ortholog_one2many,1,ISY1-RAB43
ENSG00000240682,ENSMUSG00000030056,Isy1,ortholog_one2many,1,ISY1
ENSG00000186792,ENSMUSG00000036091,Hyal3,ortholog_one2one,1,HYAL3
ENSG00000197093,ENSMUSG00000075593,Gal3st4,ortholog_one2one,1,GAL3ST4
ENSG00000144357,ENSMUSG00000044308,Ubr3,ortholog_one2one,1,UBR3
ENSG00000211890,ENSMUSG00000095079,Igha,ortholog_one2many,1,IGHA2
ENSG00000185043,ENSMUSG00000030538,Cib1,ortholog_one2one,1,CIB1
ENSG00000258311,ENSMUSG00000090247,Bloc1s1,ortholog_one2many,1,AC009779.3
ENSG00000178573,ENSMUSG00000055435,Maf,ortholog_one2one,1,MAF
ENSG00000135441,ENSMUSG00000090247,Bloc1s1,ortholog_one2many,1,BLOC1S1
ENSG00000161013,ENSMUSG00000036620,Mgat4b,ortholog_one2one,1,MGAT4B
ENSG00000185989,ENSMUSG00000031453,Rasa3,ortholog_one2one,1,RASA3
ENSG00000169018,ENSMUSG00000032244,Fem1b,ortholog_one2one,1,FEM1B
ENSG00000168672,ENSMUSG00000072568,Fam84b,ortholog_one2one,1,FAM84B
ENSG00000089234,ENSMUSG00000029458,Brap,ortholog_one2one,1,BRAP
ENSG00000143398,ENSMUSG00000028126,Pip5k1a,ortholog_one2one,1,PIP5K1A
ENSG00000075785,ENSMUSG00000079477,Rab7,ortholog_one2one,1,RAB7A
ENSG00000140030,ENSMUSG00000021886,Gpr65,ortholog_one2one,1,GPR65
ENSG00000162368,ENSMUSG00000028719,Cmpk1,ortholog_one2one,1,CMPK1
ENSG00000256966,ENSMUSG00000078713,Tomm5,ortholog_one2one,0,AL513165.2
ENSG00000204478,ENSMUSG00000074720,AC140325.1,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000094172,AC163611.1,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000025839,Pramel7,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000059218,Gm13084,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000078510,Gm13101,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000079424,Gm3259,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000078513,Gm13088,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000028591,Pramef12,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000050810,Oog3,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000047799,Oog4,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000095475,AC133095.2,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000035201,B020004J07Rik,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000094791,AC126035.1,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000070619,Gm13119,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000037028,Gm12800,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000066030,Oog2,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000041805,Pramel1,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000094195,Gm6509,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000046435,Gm13078,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000070890,Gm12794,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000073721,Pramef20,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000070618,BC080695,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000066027,Gm10436,ortholog_many2many,0,PRAMEF20
ENSG00000204478,ENSMUSG00000070617,Gm13089,ortholog_many2many,0,PRAMEF20
